OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-ID,USGS Idaho Water Science Center,USGS-13027200,BEAR CANYON NR FREEDOM WY,Stream,,17040105,3.3,sq mi,3.3,sq mi,42.9771425,-111.1963279,,5,seconds,Interpolated from MAP.,NAD83,6220.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,029,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13027500,SALT RIVER AB RESERVOIR NR ETNA WY,Stream,,17040105,857,sq mi,,,43.0797222,-111.0372222,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5676,feet,200,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13027502,SALT RIVER AT OLD POWER PLANT BRIDGE NR ALPINE WY,Stream,,17040105,,,,,43.1193657,-111.0346567,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13028000,SALT RIVER NR ALPINE WY,Stream,,17040105,878,sq mi,,,43.1325,-111.0347222,24000,1,seconds,Interpolated from MAP.,NAD83,5610.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13028400,TROUT CREEK NR ALPINE ID,Stream,,17040104,,,,,43.1665877,-111.0674354,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13028500,SALT RIVER AT WY-ID STATELINE,Stream,,17040105,890,sq mi,890,sq mi,43.1638099,-111.0646575,,5,seconds,Interpolated from MAP.,NAD83,5580.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13029000,SNAKE RIVER AT ALPINE WY,Stream,,17040104,4841,sq mi,,,43.1724209,-111.0763246,24000,1,seconds,Interpolated from MAP.,NAD83,5624,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13029500,MCCOY CREEK AB RESERVOIR NR ALPINE WY,Stream,,17040104,108,sq mi,,,43.1805556,-111.1152778,24000,1,seconds,Interpolated from MAP.,NAD83,5635.40,feet,.01,feet,Level or other surveyed method.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13029600,WILLIAMS CREEK NR IRWIN ID,Stream,,17040104,,,,,43.2332534,-111.1341049,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13029997,NORTH FORK INDIAN CREEK NR ALPINE ID,Stream,,17040104,,,,,43.2596436,-111.0604904,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13029998,SOUTH FORK INDIAN CREEK NR ALPINE ID,Stream,,17040104,,,,,43.2582547,-111.0604904,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13030000,INDIAN CREEK AB RESERVOIR NR ALPINE WY,Stream,,17040104,36.8,sq mi,36.8,sq mi,43.2596435,-111.0674352,,5,seconds,Interpolated from MAP.,NAD83,5820.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13030050,ALPINE HOT SPRINGS NR ALPINE ID,Stream,,17040104,,,,,43.2332537,-111.1174374,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13030100,INDIAN CREEK IN GRAND VALLEY NR IRWIN ID,Stream,,17040104,,,,,43.2499204,-111.1174374,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13030200,SNAKE RIVER NR BLOWOUT ID,Stream,,17040104,,,,,43.2499201,-111.1341049,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13030300,EDWARDS CREEK NR IRWIN ID,Stream,,17040104,,,,,43.2665865,-111.1507727,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13030400,SUMMIT CREEK NR BLOWOUT ID,Stream,,17040104,,,,,43.2915868,-111.1341057,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13030500,ELK CREEK AB RESERVOIR NR IRWIN ID,Stream,,17040104,59.2,sq mi,59.2,sq mi,43.3232538,-111.1129942,24000,1,seconds,Interpolated from MAP.,NAD83,5640.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13030800,HANSEN SPRINGS NR BLOWOUT ID   01S 45E 21,Spring,,17040104,,,,,43.3165861,-111.167441,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13031000,LITTLE ELK CREEK NR BLOWOUT ID,Stream,,17040104,11.4,sq mi,11.4,sq mi,43.3165863,-111.1591073,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13031500,SNAKE RIVER AT CALAMITY POINT NR IRWIN ID,Stream,,17040104,5124,sq mi,,,43.3263078,-111.1952201,24000,1,seconds,Interpolated from MAP.,NAD83,5353.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13032000,BEAR CREEK AB RESERVOIR NR IRWIN ID,Stream,,17040104,77.1,sq mi,77.1,sq mi,43.2832518,-111.2221652,,5,seconds,Interpolated from MAP.,NAD83,5640.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13032450,PALISADES RESERVOIR NR IRWIN ID,Stream,,17040104,5208,sq mi,5208,sq mi,43.3301964,-111.2063318,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13032500,SNAKE RIVER NR IRWIN ID,Stream,,17040104,5225,sq mi,5225,sq mi,43.3508333,-111.2188889,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5353.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13033000,PALISADES CANAL NR IRWIN ID,Stream: Canal,,17040104,,,,,43.3788066,-111.2407783,,5,seconds,Interpolated from MAP.,NAD83,5410.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13033500,PALISADES CREEK NR IRWIN ID,Stream,,17040104,60.8,sq mi,,,43.3754732,-111.2443895,24000,1,seconds,Interpolated from MAP.,NAD83,5370.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13034000,FALL CREEK NR SWAN VALLEY ID,Stream,,17040104,77.6,sq mi,,,43.4410279,-111.3771718,24000,5,seconds,Interpolated from MAP.,NAD83,5260.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13034450,RAINEY CK AT SWAN VALLEY IDAHO,Stream,,17040104,,,,,43.4456306,-111.3298556,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,5282,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13034500,RAINY CREEK NR SWAN VALLEY ID,Stream,,17040104,56.3,sq mi,56.3,sq mi,43.4482501,-111.370505,,5,seconds,Interpolated from MAP.,NAD83,5260.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13034900,SNAKE RIVER TRIBUTARY NO. 7 NR SWAN VALLEY ID,Stream,,17040104,0.23,sq mi,0.23,sq mi,43.43325,-111.4007835,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13035000,SNAKE RIVER NR SWAN VALLEY ID,Stream,,17040104,5488,sq mi,5488,sq mi,43.4624165,-111.4146731,,5,seconds,Interpolated from MAP.,NAD83,5235.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13035100,PRITCHARD CREEK IN CONANT VALLEY NR SWAN VALLEY ID,Stream,,17040104,,,,,43.466583,-111.4341182,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13035200,GARDEN CREEK NR SWAN VALLEY ID,Stream,,17040104,,,,,43.466583,-111.4507853,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13035300,GRANITE CREEK NR SWAN VALLEY ID,Stream,,17040104,,,,,43.4832495,-111.4507855,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13035500,PINE CREEK NR SWAN VALLEY ID,Stream,,17040104,63.2,sq mi,,,43.5082497,-111.3563386,24000,1,seconds,Interpolated from MAP.,NAD83,5580.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13036000,SNAKE RIVER AT DRY CANYON NR SWAN VALLEY ID,Stream,,17040104,5616,sq mi,,,43.5480556,-111.4266667,24000,1,seconds,Interpolated from MAP.,NAD83,5150.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13036400,BLACK CANYON CREEK NR SWAN VALLEY ID,Stream,,17040104,,,,,43.5832489,-111.450786,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13036450,BIG SPRINGS AB BURNS CREEK NR HEISE ID,Stream,,17040104,,,,,43.59686,-111.4627308,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13036500,BURNS CREEK NR CHOKECHERRY ID,Stream,,17040104,21.1,sq mi,,,43.6005556,-111.4741667,24000,1,seconds,Interpolated from MAP.,NAD83,5140.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13036990,FISHER CANYON SPRINGS NR HEISE ID,Spring,,17040104,,,,,43.5935266,-111.4882871,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13037000,SNAKE RIVER BL BURNS CREEK NR CHOKECHERRY ID,Stream,,17040104,5659,sq mi,,,43.5994444,-111.4952778,24000,1,seconds,Interpolated from MAP.,NAD83,5105.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13037100,MUD CREEK NR HEISE ID,Stream,,17040104,,,,,43.6165819,-111.5174548,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13037300,ANTELOPE CREEK NR IRWIN ID,Stream,,17040104,,,,,43.4832491,-111.5591223,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13037310,ANTLEOPE CREEK AT SUMMERS FARMHOUSE NR IRWIN ID,Stream,,17040104,,,,,43.5332489,-111.5341218,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13037350,LITTLE PINE CREEK NR POPLAR ID,Stream,,17040104,,,,,43.5499154,-111.5424555,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13037355,UNNAMED TRIBUTARY TO ANTELOPE CREEK NR RIRIE ID,Stream,,17040104,1.52,sq mi,1.52,sq mi,43.5638042,-111.5477335,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-13037400,ANTELOPE CREEK NR POPLAR ID,Stream,,17040104,,,,,43.5832483,-111.5841238,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-423610110544601,30N 118W 08BBC1,Well,,17040105,,,,,42.6027071,-110.9135284,24000,1,seconds,Interpolated from MAP.,NAD83,6620,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,130,ft,130,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-423710110544601,30N 118W 05BBB1,Well,,17040105,,,,,42.6193736,-110.9135292,24000,1,seconds,Interpolated from MAP.,NAD83,6620,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,1989,98,ft,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-423714110545001,31N 118W 31DDD1,Well,,17040105,,,,,42.6204847,-110.9146404,24000,1,seconds,Interpolated from MAP.,NAD83,6620,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,Holocene Alluvium,,1986,98,ft,98,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-423756110571201,31N 119W 35AAD1,Well,,17040105,,,,,42.6321512,-110.9540878,24000,1,seconds,Interpolated from MAP.,NAD83,6570,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,95,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-423949110552501,31N 118W 19BAA1,Well,,17040105,,,,,42.6635399,-110.9243653,24000,1,seconds,Interpolated from MAP.,NAD83,6340,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,230,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424006110591601,31N 119W 15CBD1,Well,,17040105,,,,,42.6682621,-110.9885364,24000,1,seconds,Interpolated from MAP.,NAD83,6320,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,Holocene Alluvium,,1980,65,ft,65,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424043110580001,31N 119W 11CDC1,Well,,17040105,,,,,42.6785398,-110.9674244,24000,1,seconds,Interpolated from MAP.,NAD83,6250,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,Holocene Alluvium,,1987,148,ft,151,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424132110575501,31N 119W 11BAB1,Well,,17040105,,,,,42.6921508,-110.9660362,24000,1,seconds,Interpolated from MAP.,NAD83,6205,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,Holocene Alluvium,,1979,112,ft,115,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424139110585601,31N 119W 03CDD1,Well,,17040105,,,,,42.6940953,-110.9829819,24000,1,seconds,Interpolated from MAP.,NAD83,6193,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,Holocene Alluvium,,1978,70,ft,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-4243321105442,"SWIFT CREEK 0.9 MI BEL SCOUT CANYON NR AFTON, WY",Stream,,17040105,,,,,42.7255556,-110.9116667,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-4243431105501,"SWIFT CREEK ABV LOWER POWER PLANT NR AFTON, WY",Stream,,17040105,,,,,42.7286111,-110.9169444,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-4243451105500,"SWIFT CREEK BLW LOWER POWER PLANT NR AFTON, WY",Stream,,17040105,,,,,42.7290948,-110.9175623,24000,1,seconds,Interpolated from MAP.,NAD83,6308,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-4243511105336,"SWIFT CREEK 0.2 MI ABV SCOUT CANYON NR AFTON, WY",Stream,,17040105,,,,,42.7308333,-110.8933333,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-4244291105304,"SWIFT CREEK 1.05 MI ABV SCOUT CANYON NR AFTON, WY",Stream,,17040105,,,,,42.7413889,-110.8844444,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-4244301105303,"SWIFT CREEK 1.1 MI ABV SCOUT CANYON NR AFTON, WY",Stream,,17040105,,,,,42.7416667,-110.8841667,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424542110555801,32N 119W 13ADA1,Well,,17040105,,,,,42.7615944,-110.9335369,24000,1,seconds,Interpolated from MAP.,NAD83,6120,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,Holocene Alluvium,,1981,73,ft,73,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424623111043201,07S 46E 34BDA1,Well,,17040105,,,,,42.7729827,-111.0763212,62500,1,seconds,Interpolated from MAP.,NAD83,6240.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,029,,Alluvium,,19700729,90,ft,90,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424851110572801,33N 118W 30DBA1,Well,,17040105,,,,,42.8140933,-110.9585397,24000,1,seconds,Interpolated from MAP.,NAD83,6070,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,19780502,80,ft,80,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424910110574401,33N 118W 30ABC1,Well,,17040105,,,,,42.8193709,-110.9629846,24000,1,seconds,Interpolated from MAP.,NAD83,6030,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,1946,70,ft,70,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424926110595001,33N 119W 23DCD1,Well,,17040105,,,,,42.8238151,-110.9979872,24000,1,seconds,Interpolated from MAP.,NAD83,6010,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,1946,40,ft,40,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-424946110594001,33N 119W 23DAA1,Well,,17040105,,,,,42.8293705,-110.9952093,24000,1,seconds,Interpolated from MAP.,NAD83,6015,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,19870115,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425003110595001,33N 119W 23ABD1,Well,,17040105,,,,,42.8340926,-110.9979874,24000,1,seconds,Interpolated from MAP.,NAD83,6140,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,"Thaynes Limestone, Formation or Group",,19710922,195,ft,195,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425053110563201,33N 118W 17ACB1,Well,,17040105,,,,,42.8479815,-110.9429836,24000,1,seconds,Interpolated from MAP.,NAD83,6215,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425107110533501,33N 118W 11CCC1,Well,,17040105,,,,,42.8518707,-110.8938134,24000,1,seconds,Interpolated from MAP.,NAD83,6430,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,1983,105,ft,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425228110585301,33N 119W 01ACC1,Well,,17040105,,,,,42.8743694,-110.9821535,24000,1,seconds,Interpolated from MAP.,NAD83,5985,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,1989,160,ft,160,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425324110575201,34N 118W 31BDD1,Well,,17040105,,,,,42.8899247,-110.965208,24000,1,seconds,Interpolated from MAP.,NAD83,6110,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425327110580701,34N 118W 31BCA1,Well,,17040105,,,,,42.890758,-110.969375,24000,1,seconds,Interpolated from MAP.,NAD83,6100,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425438110555701,34N 118W 21CCC1,Well,,17040105,,,,,42.9104803,-110.9332617,24000,1,seconds,Interpolated from MAP.,NAD83,6220,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,275,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425527111010401,34N 119W 22ABA1,Well,,17040105,,,,,42.9240898,-111.0185449,24000,1,seconds,Interpolated from MAP.,NAD83,5965,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425540110581801,34N 118W 18CCB1,Well,,17040105,,,,,42.9277015,-110.9724315,24000,1,seconds,Interpolated from MAP.,NAD83,6040,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425617110582001,34N 119W 13AAA1,Well,,17040105,,,,,42.937979,-110.9729872,24000,1,seconds,Interpolated from MAP.,NAD83,6050,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-425857110591901,35N 119W 25CCD1,Well,,17040105,,,,,42.9824219,-110.989378,24000,1,seconds,Interpolated from MAP.,NAD83,5960,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,1970,119,ft,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-430046111004301,35N 119W 15DDD1,Well,,17040105,,,,,43.0126988,-111.0127125,24000,1,seconds,Interpolated from MAP.,NAD83,5760,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,40,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-430527111011601,36N 119W 22CAA1,Well,,17040105,,,,,43.0907547,-111.0218787,24000,1,seconds,Interpolated from MAP.,NAD83,5762,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,Holocene Alluvium,,1987,110,ft,115,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-430539110305001,45N 114W 23CCD1,Well,,17040101,,,,,43.8441086,-110.5146504,62500,1,seconds,Interpolated from MAP.,NAD83,6730.,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,56,039,Other aquifers,Holocene Alluvium,Unconfined single aquifer,,55,ft,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-430543111010301,36N 119W 22ABD1,Well,,17040105,,,,,43.0951992,-111.0182674,24000,1,seconds,Interpolated from MAP.,NAD83,5880,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-430550111011401,36N 119W 22ABB1,Well,,17040105,,,,,43.0971436,-111.021323,24000,1,seconds,Interpolated from MAP.,NAD83,5762,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,1977,220,ft,220,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-431334111062701,02S 46E 19CAD1S                ALPINE WARM SPRINGS,Spring,,17040104,,,,,43.2260316,-111.1082703,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-431924111065801,01S 45E 19BBB1,Well,,17040104,,,,,43.3233056,-111.11625,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5680.,feet,40.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,,,19971021,340,ft,340,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-431940111071501,01S 45E 13DAC1S              ELK CK CMPGRND,Spring,,17040104,,,,,43.3276981,-111.1216058,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,16,019,,,,,,,,,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-431945111123101,01S 45E 17CAA1-DESTROYED,Well,,17040104,,,,,43.3290852,-111.2093875,24000,1,seconds,Interpolated from MAP.,NAD83,5680.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,Wayan Formation,,19631023,307,ft,307,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-432046110431501,39N 116W 14ACA1,Well,,17040103,,,,,43.34604,-110.7215886,24000,1,seconds,Interpolated from MAP.,NAD83,5942.,feet,20.,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,90,ft,NWIS
USGS-ID,USGS Idaho Water Science Center,USGS-432210111141001,01N 44E 35DBD1,Well,,17040104,,,,,43.3693623,-111.2368891,24000,1,seconds,Interpolated from MAP.,NAD83,5370.,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,16,019,,Quaternary Alluvium,,19710802,42,ft,42,ft,NWIS
