OrganizationFormalName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,CharacteristicName,MonitoringLocationIdentifier,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultMeasureValue,ResultMeasure.MeasureUnitCode,ResultSampleFractionText,ResultAnalyticalMethod.MethodName,MethodDescriptionText,ProviderName,siteTimes
Bureau of Reclamation,2014-07-22,10:36:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2014-07-22_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,11:31:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.65,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:31:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,13.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,15:36:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,11.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,14:35:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,35.7,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,14:35:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,20.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,14:35:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.2,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,14:40:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.03,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
State of Wyoming Department of Environmental Quality Watershed Program,2009-09-01,09:47:00,MDT,pH,WYDEQ_WQX-MRW0170,SP-Water,Water Bottle,8.19,None,,150.1,,STORET,2009-09-01_break_WYDEQ_WQX-MRW0170
State of Wyoming Department of Environmental Quality Watershed Program,2009-09-01,09:47:00,MDT,Calcium,WYDEQ_WQX-MRW0170,SP-Water,Water Bottle,15.0,mg/l,Dissolved,215.1,,STORET,2009-09-01_break_WYDEQ_WQX-MRW0170
State of Wyoming Department of Environmental Quality Watershed Program,2009-09-01,09:47:00,MDT,temperature,WYDEQ_WQX-MRW0170,SP-Water,Water Bottle,13.59,deg C,,170.1,,STORET,2009-09-01_break_WYDEQ_WQX-MRW0170
Bureau of Reclamation,2009-07-29,11:42:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.05,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:42:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,5.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:44:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.9,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,15:39:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.36,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,11:18:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.95,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,14:40:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,17.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,15:36:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.51,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,11:20:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,19.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:40:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:33:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.54,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,14:38:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,11:44:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,5.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:44:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,14.9,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,14:38:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.11,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,12:00:00,MDT,Calcium,1119USBR_WQX-JAC101,Grab,Water Bottle,13.8,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2009-07-29_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2009-07-29,15:55:00,MDT,pH,1119USBR_WQX-PAL101,Grab,Water Bottle,8.2,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL101
Bureau of Reclamation,2009-07-29,11:40:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.13,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:38:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.24,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:24:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,18.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,15:27:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.71,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-09,11:46:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,5.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-09_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-06-25,11:25:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-09,11:46:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,6.93,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-09_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-10,12:04:00,MDT,pH,1119USBR_WQX-PAL005,Grab,Water Bottle,8.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2013-07-10,13:01:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.4,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,13:01:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,48.4,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,13:01:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,6.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,13:01:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.05,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,17:20:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,35.2,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,17:20:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,16.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,17:20:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.99,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-25,11:05:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.39,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-06-25,11:05:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,14.5,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2013-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-10,10:52:00,MDT,temperature,1119USBR_WQX-PAL007,Grab,Water Bottle,17.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL007
Bureau of Reclamation,2013-07-10,10:40:00,MDT,pH,1119USBR_WQX-PAL007,Grab,Water Bottle,7.9,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL007
Bureau of Reclamation,2013-07-10,12:10:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,19.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2013-07-10,10:50:00,MDT,pH,1119USBR_WQX-PAL007,Grab,Water Bottle,7.88,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL007
Bureau of Reclamation,2013-07-09,11:30:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.43,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-09_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-10,11:45:00,MDT,temperature,1119USBR_WQX-PAL006,Grab,Water Bottle,11.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2013-06-26,17:58:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,6.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-25,11:27:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.02,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-08-20,11:02:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,18.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-08-20_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-06-25,11:32:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,14.1,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2013-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-08-20,11:09:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,10.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-08-20_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-10,12:17:00,MDT,pH,1119USBR_WQX-PAL005,Grab,Water Bottle,7.71,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2013-07-10,12:55:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,7.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,11:38:00,MDT,temperature,1119USBR_WQX-PAL006,Grab,Water Bottle,14.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2013-06-25,11:05:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,14.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-10,12:32:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-09,11:40:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-09_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-06-26,17:36:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,13.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,17:28:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.91,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,12:43:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,15.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,17:52:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,8.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-09,11:22:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,18.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-09_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-10,12:39:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.91,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-25,11:32:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,6.7,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-25_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-10,11:35:00,MDT,temperature,1119USBR_WQX-PAL006,Grab,Water Bottle,14.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL006
Bureau of Reclamation,2013-08-20,12:15:00,MDT,Calcium,1119USBR_WQX-JAC101,Grab,Water Bottle,13.9,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2013-08-20_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2013-07-10,12:04:00,MDT,temperature,1119USBR_WQX-PAL005,Grab,Water Bottle,19.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2013-08-20,11:09:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.66,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-08-20_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-07-10,12:30:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,31.6,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,12:30:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,20.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,12:30:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.07,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,12:52:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,8.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,12:52:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.22,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,12:35:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.21,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,12:35:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-07-10_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,17:48:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,8.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,17:48:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.28,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-07-10,12:00:00,MDT,pH,1119USBR_WQX-PAL005,Grab,Water Bottle,8.25,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2013-07-10,12:00:00,MDT,pH,1119USBR_WQX-PAL005,Grab,Water Bottle,8.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-07-10_break_1119USBR_WQX-PAL005
Bureau of Reclamation,2013-08-20,11:00:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.65,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-08-20_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-08-20,11:00:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,14.0,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2013-08-20_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-08-20,11:00:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,18.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-08-20_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-08-20,11:00:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.0,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-08-20_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2013-06-26,17:40:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,17:40:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.53,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-26_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2013-06-26,12:20:00,MDT,pH,1119USBR_WQX-JAC101,Grab,Water Bottle,7.29,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-26_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2013-06-26,12:20:00,MDT,pH,1119USBR_WQX-JAC101,Grab,Water Bottle,6.9,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2013-06-26_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2009-07-29,15:27:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,14.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,11:38:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,15:41:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,15:41:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,35.5,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,15:41:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.34,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,15:20:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.82,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,15:20:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,15.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2009-07-29,15:10:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.93,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-PAL008
State of Wyoming Department of Environmental Quality Watershed Program,2009-09-15,13:17:00,MDT,temperature,WYDEQ_WQX-MRW0154,SP-Water,Water Bottle,8.9,deg C,,170.1,,STORET,2009-09-15_break_WYDEQ_WQX-MRW0154
Bureau of Reclamation,2009-07-29,11:33:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,9.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:22:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,18.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:24:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.89,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:35:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,11:35:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.34,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2009-07-29_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2009-07-29,15:55:00,MDT,temperature,1119USBR_WQX-PAL101,Grab,Water Bottle,13.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2009-07-29_break_1119USBR_WQX-PAL101
State of Wyoming Department of Environmental Quality Watershed Program,2009-10-14,15:21:00,MDT,Calcium,WYDEQ_WQX-MRW25,SP-Water,Water Bottle,57.0,mg/l,Dissolved,215.1,,STORET,2009-10-14_break_WYDEQ_WQX-MRW25
State of Wyoming Department of Environmental Quality Watershed Program,2009-10-14,15:21:00,MDT,pH,WYDEQ_WQX-MRW25,SP-Water,Water Bottle,8.94,None,,150.1,,STORET,2009-10-14_break_WYDEQ_WQX-MRW25
